Id,Price
725,165632.14467113084
15856,235269.4937199663
5480,175429.2546334776
15664,289927.4408178578
14275,144035.75299178282
7633,213236.40869638431
13329,170135.9175217754
5502,205970.84362245526
4220,322598.86575735715
11538,203600.64953816647
15975,257106.407715873
3310,221385.34237033676
9286,144206.2613366199
11260,188185.80417721864
5214,105907.36840943538
11307,182230.63515242332
13543,396738.9831492296
615,165143.50594394223
3495,213502.81728800296
2321,227560.78511941672
12046,188317.0834745805
16688,140330.29759270968
12694,218085.13672131664
783,159649.868126733
8968,159120.27605232302
13454,172215.13760468346
12190,216589.8356206039
11160,117588.98422383652
10291,192523.7356437441
891,294972.5074862513
2982,174499.45511489973
3818,269199.4697885723
2449,174113.52661003388
8317,168494.79341442732
4922,163982.31852334357
1257,241598.50575679605
9348,189966.67673252392
4176,175423.7417812333
10704,156712.4862226176
6624,113675.45730307793
5428,198991.06149408658
12749,184407.08640541238
8994,228019.54515405186
11513,140652.08188796957
3047,204769.43391062267
9519,235086.15769205205
12309,212194.78744515122
14081,251440.18244553448
8334,268496.28527165175
6343,178010.2448531626
14788,124560.99547738973
15748,246339.9344209143
153,243749.39526162855
14149,169812.96790900576
269,182324.54215270787
5452,122745.50075005673
721,142502.5560852376
5079,319219.972955366
2831,125279.44279168945
10614,118971.14679267183
10131,315525.1706840049
9996,338557.3636740616
3061,184737.75561744598
11733,290029.355327245
3726,250487.9021839624
10929,216885.65728298106
9011,167421.50502466952
16182,249335.97736962643
4976,178712.13774278943
9897,224742.2913389032
1872,164510.5340737923
9205,322986.9774595617
5403,401401.89931926853
14074,178943.66492466207
6268,147906.66375842565
14232,168790.84266970708
8532,200080.151014126
7034,328961.6834748908
6553,484550.88818701525
3133,161783.17621205954
8596,197938.6981220809
12389,245863.3402275998
14462,177122.61861263137
8860,369519.7264710684
8377,258821.12563439447
6367,322886.6029068799
6917,241005.7899486993
4216,203654.53542333766
5806,172752.20205641055
5438,186384.64336447272
6632,219115.4805177321
2650,164949.11790363642
5396,163802.28072088223
4044,152992.19862959668
1345,254772.0232433545
856,173000.06163369786
12791,258635.6557002737
12499,212101.35756252502
12249,128543.394323048
14641,162756.78915373964
1919,155886.52337145744
7848,200421.07943063407
10749,169631.84166514137
15554,165621.3776899414
15834,235178.52051086738
1355,150208.93754316692
15451,175557.57423532358
12401,212487.26867990007
10290,179219.913091185
9462,119917.43718209857
3103,240080.8810871543
3420,127455.89943380188
12262,240723.55721647415
5032,127112.11127218252
8949,368534.55522921303
15567,226944.1858084931
16389,161001.2227085769
7809,92868.67186679467
8990,206386.56551108553
16089,268054.46884246817
12743,105798.36612151664
5132,121420.19722807627
1619,274611.6778097957
2428,125219.32426786773
16741,153419.3243274876
13193,222420.05739566908
12588,483189.17732811085
5067,157367.8673051353
14685,126665.4885889245
2292,147332.45630049484
5746,126325.21532914096
12578,164169.7233345154
14834,176080.13054936973
2147,175598.16149391717
8222,130884.28662327724
10419,265058.52083449205
11492,210961.67852587602
3006,220271.68679571536
8761,186403.25002403033
15371,328789.10865964
16367,160659.10077653173
6317,253357.77239012276
10878,311452.6833760215
3895,155630.77475147313
8041,145951.62233226662
13428,450248.1585446828
14669,137320.98104710295
1006,185980.40645578675
12271,177178.63156072728
3764,256676.72372838226
7675,204498.2948762946
11709,275815.45369809406
8629,145158.99538695702
1105,265679.5008237176
6096,198160.27387342433
11727,210229.08927073597
5157,148032.0540761521
3679,141960.88846412871
1755,123238.81386988555
7391,210899.42067331303
7425,104049.74398809524
6882,307891.3628661065
10752,445176.4767992629
7472,275737.71010918444
14320,104719.89285782201
9596,166595.07349835048
5317,216655.78250947752
7378,95736.70919079964
16154,181586.83936712155
3464,183930.00108818308
4197,241706.07900070178
9477,107828.16042042311
12705,186649.1862546014
16426,201422.20758821486
1481,69287.62897081049
9946,253475.78467915737
12025,208390.85385292672
5341,234134.01167135476
9923,317576.7124663849
7953,280745.37342316454
11066,260145.46863263645
5037,173827.451719752
2509,182841.6212284657
4937,304972.4154316213
12089,372968.2829638988
4964,168143.29412994385
16500,267783.2166581764
4625,138343.02195089194
2363,414727.2665601319
8148,185439.7070611417
3804,183992.16976713165
4584,153121.2814055056
10694,118381.32508060498
2691,157449.73675395764
2983,225759.3055369653
13563,327469.48820289894
10747,205617.02180147465
1721,199201.909683034
2789,242873.51801808362
7214,254272.85153035217
8659,234488.7888670585
5107,319542.32901443396
3843,234214.79728263774
14610,391402.2947488305
15505,166493.05348553846
5060,259194.8181811389
16055,237540.21144037988
14963,198477.51491609655
4118,141347.77984069608
1672,188630.25663763087
3209,176197.43952991787
16515,134781.02307624478
973,175871.31962935923
12529,183191.34514696267
5896,121065.84439542283
5450,245818.74193306104
3249,189557.36488440126
8911,179293.92228909596
5898,230078.59406661923
1024,181948.27738595675
4766,214202.5951648556
15804,184888.78423968054
14303,185642.55652704957
10707,182881.37708710472
6605,213728.8620787505
1138,375903.54419771495
14088,414261.0954474528
9154,184079.40324413034
8190,200466.91172956454
398,256365.65208828237
13302,285277.41038898105
9696,146449.248915612
