Id,Price
725,162059.30344000985
15856,230292.94458521818
5480,186692.85047982467
15664,276096.437787786
14275,146918.11904088233
7633,213428.86953282394
13329,172522.71015656702
5502,215791.27489387363
4220,323677.75990400685
11538,214759.0904332194
15975,255882.44284193616
3310,224324.931646254
9286,144302.15202955727
11260,198460.77140357802
5214,108225.79227458451
11307,178774.78203418432
13543,373695.36043397826
615,173915.3737811119
3495,218138.58549248712
2321,231973.9217012088
12046,185414.3702817806
16688,139885.1291291768
12694,215399.38012379987
783,158912.6366898288
8968,165927.48068446378
13454,168650.17824835563
12190,214370.72660686687
11160,115537.18765829185
10291,194340.03551955978
891,299834.1100516123
2982,172809.55527746642
3818,261547.58880366493
2449,179136.31757686142
8317,170079.9790176815
4922,168389.2160835983
1257,250208.9653119924
9348,187224.16947575184
4176,165663.34171163503
10704,155097.85385040077
6624,117778.42831062016
5428,186674.6864442955
12749,187731.49516150932
8994,194594.97293611156
11513,143281.95332137664
3047,218482.80750608278
9519,246562.36633418998
12309,219789.44316934134
14081,259905.13347141942
8334,236975.63947507535
6343,180513.20035232103
14788,122873.57299247237
15748,232062.9112814589
153,248361.03584314918
14149,172591.80614224088
269,182318.02169858545
5452,127528.22655224569
721,150031.726705895
5079,319894.5859692114
2831,123823.0552206828
10614,123099.4937784853
10131,310132.0673582655
9996,339298.5785704164
3061,189972.88595151436
11733,302394.0367152751
3726,220979.52364808353
10929,220007.58151324588
9011,170339.20486485618
16182,248976.30823786356
4976,168347.73049562014
9897,236835.08344366134
1872,157713.49862763332
9205,300295.89115638804
5403,411205.64636944997
14074,186436.9312251504
6268,153626.9620264222
14232,172431.24821658334
8532,210919.6924964644
7034,269585.15293624526
6553,477156.43561219145
3133,158899.38625272148
8596,201408.06100108745
12389,259519.90550853361
14462,174261.11234639605
8860,316817.7572668715
8377,278963.61031713156
6367,333442.1365647508
6917,244193.97433220615
4216,195190.7806203886
5806,173031.58348313812
5438,187287.46587161347
6632,212263.46750924477
2650,165477.88625646025
5396,157246.47760004393
4044,151378.88169222296
1345,252866.84507562185
856,166198.30619728015
12791,276272.2038990841
12499,215109.9008253396
12249,129684.60118100663
14641,160632.3963318059
1919,161500.95969212396
7848,200112.8765531137
10749,175280.55866761308
15554,168958.00772858277
15834,240602.3269634442
1355,164255.37810148494
15451,176224.38431961113
12401,209093.2303175499
10290,173024.46195269123
9462,120955.59980385638
3103,237760.51980147313
3420,133563.74078050142
12262,236236.78172279228
5032,134732.58070553097
8949,346036.92057571706
15567,222374.41652639903
16389,163053.07285755413
7809,93537.54811129009
8990,204509.26299919043
16089,286988.1888671456
12743,109382.23678239499
5132,122848.29144225629
1619,279011.3019473708
2428,120733.88741386186
16741,159615.41441779133
13193,226815.85936598596
12588,471823.1113553915
5067,158743.2553795158
14685,124923.47650013724
2292,147709.252556515
5746,126380.15579719306
12578,165551.3192464687
14834,180850.25279109506
2147,174208.93607450646
8222,131573.56385614217
10419,253144.25985756665
11492,206322.84341965948
3006,217569.07862016332
8761,194505.97209662714
15371,319751.0265308286
16367,167854.86739070306
6317,262499.4414148046
10878,293277.47305862565
3895,156825.8414083242
8041,153465.89529930832
13428,439466.4046666661
14669,146542.7776186135
1006,179415.0055767544
12271,176163.4108868324
3764,237771.04524604333
7675,204492.18409464922
11709,273939.8009677006
8629,143475.38962389392
1105,262383.4685808962
6096,196871.82650545356
11727,210920.94661426006
5157,165036.27188817685
3679,142133.55749793586
1755,122170.82541202915
7391,202247.41566515632
7425,107134.75235798564
6882,319073.0639814337
10752,395313.66293230694
7472,248543.91875762507
14320,108667.6902842837
9596,156878.60429819662
5317,217957.13388253
7378,88812.99785216004
16154,181717.66165122282
3464,183372.43628575484
4197,226108.7765194417
9477,109087.70878836802
12705,194636.80603661246
16426,202337.97738895606
1481,66789.97446790458
9946,244386.77008312327
12025,206323.7265440501
5341,228289.82829836282
9923,312627.0650839459
7953,277594.4170129159
11066,259662.65158557965
5037,176752.71211731096
2509,183017.02581167832
4937,298486.31800274097
12089,372345.9082407997
4964,172135.23461820796
16500,261345.66923057375
4625,147518.44112574754
2363,411395.19659776427
8148,195262.51093593266
3804,196176.97363418882
4584,160571.46534228092
10694,130350.14670882783
2691,167042.5615300868
2983,224729.61064656603
13563,362921.38307221053
10747,210477.23500337874
1721,203174.54671035212
2789,237117.03870651385
7214,272033.21257289354
8659,244130.84214441804
5107,304004.4612168096
3843,237578.48240096844
14610,400270.5064361089
15505,162941.17578864587
5060,242469.540640791
16055,240159.94991281186
14963,198353.92190966298
4118,134796.6325459716
1672,189026.16403686025
3209,179442.26118328449
16515,138531.56097992742
973,175469.4556864519
12529,181156.19607212176
5896,120161.57045194968
5450,244962.3008732313
3249,187843.37338861928
8911,179459.6640669711
5898,234534.1230041809
1024,177263.42639344788
4766,214931.9921816175
15804,181444.1385955652
14303,193171.3408939206
10707,192586.846903271
6605,225873.60748976548
1138,398863.22014031635
14088,394699.7651560384
9154,182381.22290168013
8190,197757.3019241884
398,246735.26371705736
13302,279796.8659345216
9696,146700.63033267707
16786,120285.54434084019
16230,215733.69855218186
6552,187247.89118476334
923,224893.50498578997
9602,284922.7041489752
5857,225219.359796332
8120,173966.32044478395
7134,181539.7479242599
11726,175998.50336219466
8069,124357.62825851089
12420,175545.56208461858
8604,204455.75503229594
4854,275504.33753768395
12212,178067.02918804938
12099,386208.98364606977
3882,324145.7302693706
6995,363293.72496540076
10172,196448.96186820694
11672,365952.235937471
12897,298151.7738059112
16097,185424.8990466414
6779,252098.29254793614
11199,188509.62403416543
10816,219289.69542562222
143,440161.65448452043
5399,251081.91960200327
3286,158523.76419333453
13706,182079.51666043943
1935,389629.6293260167
16000,183887.1328972224
2860,183685.74885940843
11407,175991.60695232285
16378,284650.2895850689
12278,178236.980868362
3842,179710.28173058707
2692,317452.0982148241
7699,175606.11603224935
6825,276252.6195105885
7268,176488.85487123305
1477,345837.8005105626
9887,197602.8440237375
9436,184159.4710875005
3179,245531.18441146414
1350,430439.8265259706
10643,222039.5433937581
5793,197673.56264329696
11494,293497.55610455084
4206,227225.97190865802
12419,221690.60434611107
8530,216598.30518659056
5985,174818.9304185174
8908,198223.5161446483
256,122116.39037300501
7234,174910.20380724815
5648,212460.1661338916
3014,178999.76176144747
2184,169501.98682630234
9189,328762.69151027605
14884,188704.56282829464
10333,171128.14269091238
15896,138075.50592851941
13269,177023.43886333387
8603,237749.57061233476
15087,177680.8936073345
4344,176397.97605060667
7981,69366.44860232445
10908,229811.36523693844
6190,173020.3127384793
11742,218375.40362706545
9224,145910.52861019288
14667,205920.15989952898
458,182362.45828243517
2464,290051.4642428613
12320,247677.77043688652
278,188137.3576808869
2912,190770.81260550296
6698,212305.84771024226
4510,126735.31291583077
4183,196217.2359433667
5551,220273.62418421535
12187,170504.93302718137
7948,217265.22025790074
10808,181750.73683580424
12432,200877.17972490774
5356,181474.57047701703
8984,548355.7252894805
9203,175004.02592617852
15412,101214.99548154954
12041,122995.07370293458
7644,272642.24451611703
7071,181044.33388182792
10685,183069.11732683494
6763,315315.9282078353
940,141852.82722849416
14959,202968.15190124663
1338,151342.38423418236
5351,122796.80106543122
6524,185450.85370472108
12516,156064.6246073642
3288,262158.4778151439
3146,237570.10392465547
3954,178337.03775715182
11955,151237.06933393376
1211,228841.45807495937
15668,201697.67284743584
1320,96182.0717199217
9108,161083.7881457637
16482,332621.6421247018
5017,146798.7417301194
8290,222858.44104816968
4304,403122.59635927086
1930,224077.53637563487
12530,175464.49564028654
11295,333390.5322010636
3002,148007.6291309918
15483,152067.35070060537
11525,203820.2364900352
13978,125473.15797890387
4885,148163.97233350293
8325,178620.5064167049
3630,123723.36277607224
9165,183927.41029876313
13945,242191.06190292514
10663,182364.41249880186
14803,179149.87635722262
7621,148939.0999222043
8205,237356.19296556595
10387,203829.6228619057
5457,150700.7173145011
10234,331756.87510440755
6251,175676.12019072272
701,246949.65331012532
7930,169437.73580657202
15028,141096.49947850071
12172,78341.11663045967
5805,191855.48316714977
7411,295907.38286507066
14806,164700.95555047737
7890,165142.0504803067
10440,125420.42226337631
14926,168221.55712047147
5381,157249.81309143148
3800,346047.9205566845
10511,229989.65370221276
9324,269583.4789367642
3313,210755.41304572017
7351,154322.2053392155
8459,176427.73369502428
9957,149648.25003610773
12024,154269.4990713803
4380,241483.6941216514
5042,119040.12651848454
13289,144889.45118889364
13407,367661.3349642657
13258,153352.8553440392
15993,295509.48251118785
12525,179511.7150618146
4062,213745.41884366397
